ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
3559,Refund request,Refund question,I requested a refund and would like an update. Please help me resolve this issue.,49,Email,negative,1,1,Medium
5399,Account problem,Delivery problem,The device is not working and I need immediate assistance.,38,Social media,negative,2,2,High
241,Information request,Product information,Can you provide some details about this product?,48,Phone,positive,0,1,Low
784,Product inquiry,Question about product,Could you explain the available options?,42,Social media,positive,0,0,Low
1355,Product inquiry,Product information,Can you provide some details about this product? Please help me resolve this issue.,69,Phone,neutral,1,0,Low
3932,Refund request,Shipping question,I requested a refund and would like an update.,63,Social media,neutral,2,2,Medium
978,Information request,Product information,I would like more information about the product.,37,Social media,positive,0,0,Low
810,Information request,Need some information,Can you provide some details about this product?,42,Chat,neutral,0,0,Low
2169,Billing inquiry,Product issue,There is an issue with my recent order and I need help.,35,Phone,neutral,1,1,Medium
3981,Billing inquiry,Product issue,I am having a problem with my product and need assistance.,26,Phone,negative,1,1,Medium
1600,Information request,Product information,I have a general question and would like some clarification.,45,Chat,neutral,1,0,Low
3606,Refund request,Product issue,There is an issue with my recent order and I need help. Please help me resolve this issue.,59,Email,neutral,2,1,Medium
5015,Billing issue,Delivery problem,I cannot access my account and this is affecting my work.,33,Social media,negative,3,2,High
5420,Account problem,Delivery problem,I cannot access my account and this is affecting my work. Please help me resolve this issue.,48,Phone,negative,2,3,High
5382,Technical issue,Delivery problem,The device is not working and I need immediate assistance.,37,Social media,negative,2,2,High
1621,General question,Question about product,Can you provide some details about this product?,53,Chat,neutral,1,0,Low
3205,Product issue,Product issue,My delivery has a problem and I need assistance.,66,Chat,neutral,2,2,Medium
1483,Information request,Product information,Could you explain the available options?,19,Chat,neutral,1,1,Low
2147,Product issue,Product issue,My delivery has a problem and I need assistance.,46,Social media,negative,1,2,Medium
1802,Information request,Need some information,I would like more information about the product.,53,Chat,positive,0,1,Low
2096,Information request,Question about product,I have a general question and would like some clarification.,59,Email,neutral,1,0,Low
6955,Security issue,Urgent payment issue,I cannot access critical business data and need this resolved immediately.,67,Phone,negative,4,3,Critical
1358,General question,Need some information,I have a general question and would like some clarification.,56,Phone,positive,1,1,Low
5684,Technical issue,Account access issue,I was charged incorrectly and need the issue resolved quickly.,51,Email,negative,2,3,High
8072,Critical billing issue,Critical account problem,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,19,Phone,negative,4,4,Critical
3465,Shipping inquiry,Billing problem,There is an issue with my recent order and I need help.,60,Email,neutral,1,1,Medium
2779,Billing inquiry,Shipping question,I have a billing issue that needs to be checked.,62,Chat,neutral,1,1,Medium
3626,Billing inquiry,Billing problem,There is an issue with my recent order and I need help.,30,Email,negative,2,1,Medium
4884,Account problem,Urgent product problem,The device is not working and I need immediate assistance.,49,Chat,negative,2,2,High
7908,Critical technical issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,19,Social media,negative,4,3,Critical
4815,Billing issue,Payment problem,The device is not working and I need immediate assistance.,45,Email,negative,3,2,High
6157,Technical issue,Urgent product problem,My product has stopped working and I need a replacement as soon as possible.,20,Phone,negative,2,3,High
3363,Billing inquiry,Product issue,I requested a refund and would like an update.,19,Phone,neutral,2,2,Medium
7476,Critical billing issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,58,Phone,negative,3,3,Critical
2329,Shipping inquiry,Billing problem,I am having a problem with my product and need assistance. Please help me resolve this issue.,46,Chat,negative,2,1,Medium
30,Information request,Product information,Can you provide some details about this product? Please help me resolve this issue.,22,Phone,neutral,1,0,Low
7599,Critical billing issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,55,Email,negative,3,4,Critical
5897,Account problem,Payment problem,My order is significantly delayed and I need help urgently.,19,Email,negative,3,3,High
1093,Information request,Need some information,I would like more information about the product.,66,Social media,positive,0,1,Low
125,Information request,Product information,Could you explain the available options?,60,Social media,neutral,0,0,Low
6908,Critical account issue,Critical system failure,I cannot access critical business data and need this resolved immediately. Please help me resolve this issue.,51,Phone,negative,4,4,Critical
6282,Account problem,Urgent product problem,My order is significantly delayed and I need help urgently.,34,Email,negative,3,2,High
5215,Technical issue,Urgent product problem,I was charged incorrectly and need the issue resolved quickly. Please help me resolve this issue.,58,Social media,negative,3,2,High
5261,Shipping issue,Account access issue,I cannot access my account and this is affecting my work. Please help me resolve this issue.,38,Chat,negative,3,2,High
2299,Refund request,Product issue,My delivery has a problem and I need assistance.,26,Phone,negative,2,2,Medium
5479,Technical issue,Urgent product problem,The device is not working and I need immediate assistance.,43,Chat,negative,2,3,High
1554,Information request,Need some information,I would like more information about the product.,23,Chat,positive,1,0,Low
7252,Security issue,Critical account problem,The service has completely stopped working and is blocking critical operations.,27,Phone,negative,4,4,Critical
599,Information request,Need some information,I would like more information about the product.,49,Email,positive,1,0,Low
